"timestamp","plant_id","powers_1","powers_2","powers_3","phases_1","phases_2","phases_3","currents_1","currents_2","currents_3","voltages_1","voltages_2","voltages_3","harmonic_deviations_1","harmonic_deviations_2","harmonic_deviations_3","event_category","event_description","event_remark"
"2019-07-22 08:50:00.241","1000","152","153","169","60563","56917","55629","3469","3404","3711","17023","17037","17025","27","24","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:00.758","1000","151","153","169","59291","55896","54352","3472","3404","3711","17023","17035","17023","28","25","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:01.275","1000","148","153","169","57237","55254","54473","3393","3393","3680","17023","17026","17023","28","25","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:01.793","1000","151","153","169","60435","55369","54237","3455","3391","3669","17023","17028","17023","30","28","22","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:02.315","1000","152","153","168","57222","54990","54802","3429","3368","3653","17023","17031","17023","30","26","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:02.831","1000","152","153","169","61265","54557","53917","3421","3354","3647","17023","17031","17023","30","26","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:03.347","1000","151","152","167","57557","55132","54289","3408","3345","3625","17023","17030","17023","30","26","21","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:03.864","1000","152","153","168","51925","46229","48018","3405","3331","3619","17023","17030","17023","30","26","21","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:04.387","1000","151","152","168","56530","54356","54365","3403","3332","3619","17023","17028","17023","33","27","22","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:04.904","1000","151","152","168","59023","54618","53720","3397","3327","3615","17023","16960","17023","33","30","24","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:05.421","1000","150","152","168","58397","54808","54420","3401","3331","3618","17023","16960","17023","31","27","21","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:05.94","1000","150","152","168","63055","54812","54170","3413","3336","3647","17023","17025","17023","31","27","21","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:06.462","1000","150","152","168","60690","55398","54559","3427","3352","3647","17023","17028","17023","28","25","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:06.986","1000","152","153","168","57620","52630","54620","3455","3369","3660","17023","17032","17023","28","24","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:07.503","1000","211","215","229","33111","27867","31130","3617","3563","3850","17023","17028","17023","21","14","0","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:08.021","1000","213","215","230","38288","27937","31196","3647","3583","3869","17023","17034","17023","21","14","0","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:08.538","1000","213","214","230","34964","28236","31129","3585","3584","3868","17023","17029","17023","24","21","14","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:09.062","1000","214","214","231","30745","27799","30350","3652","3583","3874","17023","17029","16960","24","21","14","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:09.579","1000","211","214","231","32340","27099","30237","3647","3583","3867","17023","17025","17023","28","25","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:10.096","1000","215","214","231","36891","27427","30104","3647","3561","3857","17023","17032","17023","28","25","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:10.613","1000","213","213","230","34888","26509","29587","3623","3549","3839","17023","17023","17023","28","25","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:11.136","1000","213","214","230","30156","26839","29791","3603","3531","3839","17023","17023","17023","28","25","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:11.652","1000","210","213","230","31761","26213","29343","3523","3519","3813","17000","17023","17023","28","25","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:12.168","1000","211","214","229","30939","25878","29332","3583","3519","3806","17023","17023","17023","28","25","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:12.685","1000","214","213","230","35730","26264","29010","3523","3519","3796","17001","17023","17002","28","24","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:13.201","1000","214","213","230","28304","25246","28695","3583","3519","3796","17003","17023","17023","28","24","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:13.725","1000","215","213","230","30623","25942","28763","3523","3519","3802","17002","17023","17023","27","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:14.242","1000","212","213","230","31514","26767","29188","3590","3519","3805","16998","17023","17003","27","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:14.759","1000","216","213","231","34323","26006","29133","3609","3519","3818","16994","17023","17001","27","23","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:15.276","1000","214","213","231","27740","27222","29769","3613","3530","3839","16990","17001","16998","27","23","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:15.8","1000","216","214","231","31890","27738","30497","3626","3543","3844","16992","17023","17002","25","21","14","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:16.317","1000","214","214","229","32477","27272","30737","3627","3557","3848","16988","17002","16994","25","21","14","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:16.839","1000","216","214","230","34454","27286","30360","3647","3563","3857","16989","17003","16994","27","22","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:17.357","1000","215","214","229","28195","26578","30349","3647","3583","3863","16991","17023","16996","27","22","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:17.879","1000","216","214","230","29473","26520","30107","3647","3583","3866","16993","17023","16998","28","25","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:18.395","1000","215","213","230","31700","27034","30037","3647","3558","3845","16994","17002","16996","28","25","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:18.911","1000","216","213","230","31837","26779","29133","3619","3533","3839","16986","17003","16993","28","26","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:19.427","1000","216","214","230","34073","26262","29521","3610","3528","3839","16990","17003","16996","28","26","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:19.946","1000","214","213","230","26581","26706","28697","3586","3519","3811","16988","17003","16996","27","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:20.47","1000","215","213","230","30499","25749","29077","3589","3519","3799","16994","17003","16998","27","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:20.987","1000","213","213","230","30874","25870","29008","3523","3519","3801","16991","17023","17000","28","25","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:21.505","1000","216","214","230","32589","25237","28816","3522","3519","3800","16992","17023","17002","28","25","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:22.026","1000","215","214","229","26698","25875","29211","3521","3519","3802","17001","17023","17023","28","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:22.551","1000","215","213","229","30798","25734","28757","3590","3519","3801","16997","17023","16999","28","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:23.068","1000","214","214","231","31060","26510","28571","3597","3519","3817","16985","17001","16995","28","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:23.586","1000","217","213","230","32282","27027","29968","3615","3531","3839","16990","17023","16999","28","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:24.103","1000","215","213","230","28703","27736","30938","3626","3547","3839","16991","17002","16997","25","22","15","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:24.627","1000","216","214","230","33700","27984","30551","3647","3562","3852","17000","17023","17001","25","22","15","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:25.144","1000","215","213","231","32797","27919","30607","3585","3560","3858","16991","17023","17001","25","21","16","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:25.661","1000","217","214","230","30477","27341","30237","3654","3583","3866","16996","17023","17001","25","21","16","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:26.179","1000","215","214","230","27991","27475","30421","3653","3583","3861","17003","17023","17023","27","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:26.696","1000","215","214","230","27936","27426","30295","3647","3583","3853","17002","17023","17003","27","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:27.218","1000","215","214","230","31401","26654","30104","3626","3549","3776","16995","17023","17003","28","25","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:27.735","1000","217","214","230","29527","26505","29903","3614","3536","3839","16999","17023","17003","28","25","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:28.251","1000","215","213","229","26707","26517","29704","3600","3524","3809","17001","17023","17002","28","24","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:28.767","1000","214","213","229","29788","25809","29156","3590","3519","3798","16999","17023","17002","28","24","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:29.289","1000","215","213","230","32347","26319","29335","3588","3519","3798","16991","17003","17003","28","25","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:29.806","1000","216","213","230","28880","25819","28564","3522","3497","3796","16993","17023","17001","28","25","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:30.322","1000","218","213","229","28312","25811","29134","3522","3519","3789","16992","17000","16996","27","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:30.838","1000","214","213","230","27088","24792","28878","3521","3519","3797","16992","17002","16996","27","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:31.362","1000","217","214","229","31315","25443","29456","3596","3519","3806","16981","16996","16990","27","23","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:31.879","1000","214","214","230","29205","27275","30222","3596","3532","3839","16991","17000","16993","27","23","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:32.401","1000","220","214","230","30990","27026","30033","3625","3546","3839","16996","17002","16997","26","21","15","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:32.918","1000","211","214","230","30039","27729","30991","3617","3556","3845","16992","17002","16994","26","21","15","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:33.435","1000","221","214","230","32472","27167","30796","3587","3583","3852","16987","17001","16991","25","21","15","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:33.957","1000","212","214","229","35926","27229","31127","3647","3583","3853","16989","16999","16990","25","21","15","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:34.474","1000","220","215","229","30812","26527","30548","3653","3583","3860","16993","17002","16995","26","23","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:34.99","1000","210","215","230","30730","26391","29394","3623","3562","3861","16987","17023","16996","26","23","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:35.506","1000","215","214","230","36762","27406","30165","3625","3553","3846","16993","17023","16998","28","26","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:36.03","1000","214","214","229","37134","27221","29901","3607","3541","3839","16996","17023","16998","28","26","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:36.548","1000","218","214","229","29405","26262","29588","3605","3535","3819","17000","17023","17000","27","24","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:37.066","1000","215","214","232","29280","26387","28304","3585","3519","3818","16992","17023","17002","27","24","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:37.589","1000","213","214","230","31129","25943","29601","3522","3519","3806","16995","17023","17002","28","25","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:38.113","1000","217","213","230","31378","26332","29139","3523","3519","3802","17002","17023","17023","28","25","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:38.631","1000","213","214","229","28248","25753","28819","3583","3519","3799","16998","17023","17003","27","24","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:39.148","1000","215","213","230","29579","26007","29394","3591","3519","3810","16991","17023","17023","27","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:39.665","1000","215","214","230","33166","26265","29659","3602","3457","3816","16998","17023","17023","27","24","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:40.183","1000","218","214","230","32028","27102","29854","3615","3536","3839","17023","17023","17023","26","23","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:40.705","1000","213","214","231","29596","27871","29657","3615","3547","3777","17003","17023","17023","25","21","16","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:41.222","1000","217","192","231","30308","28123","30612","3626","3547","3856","16993","17023","17023","25","21","16","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:41.738","1000","213","214","230","33416","28495","31118","3586","3583","3861","17003","17023","17023","25","22","14","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:42.254","1000","222","214","230","31966","27541","30813","3668","3583","3869","17023","17023","17023","24","21","16","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:42.782","1000","213","214","230","30490","27278","30797","3584","3583","3867","17023","17023","17023","24","21","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:43.299","1000","220","214","231","28428","27545","30598","3667","3583","3876","17023","17028","16960","26","23","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:43.817","1000","215","214","231","31394","27364","30095","3584","3583","3861","17023","17029","17025","28","26","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:44.334","1000","218","214","231","32403","26843","30422","3647","3553","3845","17023","17030","17027","27","24","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:44.856","1000","164","164","191","57689","54675","54798","3478","3412","3670","17023","17038","17030","27","24","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:45.372","1000","157","153","168","55006","54988","54681","3433","3345","3647","17023","17039","17034","37","36","31","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:45.888","1000","154","152","169","56857","54735","54175","3418","3336","3647","17023","17029","17027","38","37","32","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:46.405","1000","152","153","168","60422","54864","54481","3402","3333","3622","17023","17024","17023","30","26","21","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:46.921","1000","155","153","168","58059","53962","54167","3406","3331","3623","17023","17029","17023","30","26","21","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:47.443","1000","150","153","167","55648","54486","54163","3403","3335","3622","17023","17025","17023","29","26","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:47.959","1000","155","153","169","58901","55372","54547","3425","3340","3647","17023","17027","17024","29","26","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:48.476","1000","151","152","168","63070","55517","54482","3427","3351","3647","17023","17029","16960","28","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:48.992","1000","157","153","169","58582","54872","54678","3455","3354","3654","17003","16960","17023","28","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:49.516","1000","150","153","168","57096","54999","55000","3455","3371","3665","17023","17023","17023","27","24","16","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:50.033","1000","157","153","169","61777","56151","55512","3470","3391","3671","17023","17023","17023","27","24","16","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:50.55","1000","150","153","168","59986","56355","55957","3461","3394","3678","17023","17023","17023","27","23","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:51.067","1000","153","153","169","58262","55890","55515","3468","3329","3711","17002","17026","17023","27","23","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:51.59","1000","151","153","167","56476","55824","55576","3459","3400","3684","17023","17023","17023","30","27","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:52.106","1000","156","153","168","55248","55321","54861","3460","3329","3676","17023","17023","17023","30","27","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:52.622","1000","152","153","168","59987","55069","54873","3455","3370","3659","17023","17023","17023","30","27","21","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:53.138","1000","156","153","169","56096","55248","54488","3455","3354","3659","17023","17036","17026","30","27","21","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:53.658","1000","154","153","168","56482","55050","54540","3422","3350","3647","17024","17033","17026","29","26","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:54.181","1000","153","153","168","56544","55441","54606","3418","3348","3647","17031","17041","17034","29","26","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:54.697","1000","153","153","167","61460","54754","54359","3406","3343","3647","17029","17045","17034","30","25","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:55.213","1000","152","152","168","57165","54606","54369","3410","3265","3647","17023","17045","17039","30","25","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:55.729","1000","154","153","168","56530","54744","54301","3412","3339","3627","17029","17041","17035","29","26","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:56.253","1000","153","152","168","56601","54929","54478","3418","3342","3647","17030","17039","17034","29","26","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:56.77","1000","154","153","168","61084","55137","54612","3425","3355","3647","17026","17041","17033","29","25","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:57.288","1000","155","153","169","56664","55317","54856","3455","3366","3659","16960","17041","17035","29","25","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:57.805","1000","154","153","169","57685","55945","54871","3393","3391","3667","17030","17041","17034","26","23","16","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:58.334","1000","152","152","170","60191","56467","55196","3466","3391","3675","17023","17030","17027","26","23","16","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:58.851","1000","154","153","169","62787","56663","55711","3478","3398","3690","16960","17038","17032","27","24","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:59.368","1000","155","154","169","57301","55948","55629","3484","3405","3711","16960","17041","17034","27","24","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:50:59.885","1000","154","153","168","57811","56026","55125","3474","3405","3684","17023","17032","17025","29","25","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:00.402","1000","153","153","169","60964","55377","54368","3471","3398","3681","17023","17035","17027","29","25","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:00.925","1000","154","154","169","61323","54021","54428","3455","3391","3670","17023","17034","17023","31","28","21","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:01.441","1000","154","154","168","60888","55134","54475","3455","3371","3655","17023","17034","17028","31","28","21","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:01.957","1000","153","153","168","57106","54496","53972","3423","3355","3647","17023","17025","17024","30","26","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:02.473","1000","152","152","168","60693","54278","54045","3412","3336","3623","17023","17030","16960","30","26","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:02.997","1000","133","133","207","32782","27284","29076","3417","3353","3667","17002","17028","17023","30","27","21","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:03.514","1000","154","153","168","60819","54487","53956","3414","3341","3626","17023","17030","17028","30","27","21","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:04.032","1000","152","152","168","57365","54994","54474","3404","3333","3622","17023","17031","17027","35","33","27","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:04.549","1000","149","153","168","57616","54808","54232","3405","3331","3627","17023","17032","17026","35","33","27","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:05.071","1000","150","153","168","61584","54226","54493","3412","3334","3647","17023","17028","17023","30","26","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:05.587","1000","153","152","168","61205","55141","54484","3426","3351","3647","17023","17023","17023","30","26","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:06.103","1000","133","133","206","31314","26340","30607","3476","3409","3673","17023","17023","17023","27","23","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:06.62","1000","214","215","231","34458","26830","30356","3620","3554","3853","17001","17023","17023","27","23","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:07.136","1000","212","214","231","35154","27866","30548","3647","3561","3864","17001","17023","17023","19","12","0","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:07.658","1000","214","214","231","34202","27354","30356","3647","3583","3866","17023","17023","17023","19","12","0","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:08.174","1000","212","214","231","32207","27235","30361","3647","3583","3864","17003","17023","17023","26","23","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:08.69","1000","212","213","230","31569","26771","29771","3647","3560","3858","16993","17023","17002","26","23","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:09.207","1000","209","213","231","33548","27160","29384","3610","3541","3849","16988","17003","17000","29","26","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:09.729","1000","212","213","230","34200","26956","29781","3605","3538","3839","16999","17023","17003","29","26","20","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:10.245","1000","213","214","230","33358","26260","29403","3594","3527","3819","17000","17023","17023","28","24","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:10.761","1000","209","214","230","29527","25694","29196","3583","3521","3817","17002","17023","17023","28","24","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:11.277","1000","212","213","230","32023","26010","29018","3583","3519","3809","17023","16960","17023","28","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:11.801","1000","213","214","229","33056","26201","29530","3583","3519","3801","17023","17023","17023","28","24","18","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:12.318","1000","214","213","229","32670","25627","29402","3583","3519","3797","16999","17023","17023","27","24","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:12.835","1000","211","214","230","28704","25817","29082","3583","3519","3810","17023","16960","17023","27","24","19","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:13.353","1000","212","213","230","35238","26262","29067","3591","3519","3811","17023","17023","17023","27","24","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:13.882","1000","213","214","230","33872","27235","30027","3602","3540","3839","17023","17023","17023","27","24","17","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:14.399","1000","213","214","231","32992","26906","30235","3612","3550","3844","17023","17030","17023","26","22","16","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:14.916","1000","211","215","230","30501","27220","30286","3617","3556","3850","17003","17023","17023","26","22","16","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
"2019-07-22 08:51:15.433","1000","214","214","231","36244","28627","31185","3647","3583","3858","17023","17023","17023","26","22","15","Werk geschlossen","nicht eingeplant, Freischicht, Werk geschlossen",NULL
